init_fuel,city,walking.duration,walking.distance,init_address,vendor,final_time,driving.duration,driving.distance,plate,final_address,init_time,vin,smartPhoneRequired,init_date,final_fuel,exterior,interior,final_date,engineType,origin_destination.type,origin_destination.coordinates[0][0],origin_destination.coordinates[0][1],origin_destination.coordinates[1][0],origin_destination.coordinates[1][1],public_transport.duration,public_transport.distance,public_transport.arrival_date,public_transport.arrival_time,distance,virtual_rental_type_id,carModelData[0],carModelData[1],carModelData[2],car_category_id,car_category_type_id,car_name,onClick_disabled,virtual_rental_id
24,Torino,6,9,"Via Saliceto, 19, 10137 Torino TO",enjoy,1505688234,2,9,EZ794DD,"Via Saliceto, 19, 10137 Torino TO",1505687510,,,2017-09-18T00:31:50.000Z,24,,,2017-09-18T00:43:54.000Z,,LineString,7.6430507,45.036877,7.643101,45.036945,-1,-1,-1,-1,8,2,99,100,141,8,1,Fiat 500,false,379456
62,Torino,3404,4456,"Via Verrès, 20, 10155 Torino TO",car2go,1505688501,842,5183,314/FF289SJ,"Via Andrea Sansovino, 64, 10151 Torino TO",1505687529,WME4533421K151750,true,2017-09-18T00:32:09.000Z,59,GOOD,GOOD,2017-09-18T00:48:21.000Z,CE,LineString,7.69141,45.09458,7.64807,45.11095,-1,-1,-1,-1,3855,,,,,,,,,
93,Torino,3008,3936,"Pista ciclabile di Corso Moncalieri, 18, 10123 Torino TO",car2go,1505688937,989,7200,197/FF351NT,"Corso Moncalieri, 295-299, 10133 Torino TO",1505687630,WME4533421K153540,true,2017-09-18T00:33:50.000Z,93,GOOD,GOOD,2017-09-18T00:55:37.000Z,CE,LineString,7.69465,45.05961,7.67931,45.03251,-1,-1,-1,-1,3243,,,,,,,,,
78,Torino,-1,-1,"Via dell'Arcivescovado, 14, 10121 Torino TO",car2go,1505688213,-1,-1,479/FK870LX,"Via dell'Arcivescovado, 14, 10121 Torino TO",1505687630,WME4530421Y135075,true,2017-09-18T00:33:50.000Z,78,GOOD,GOOD,2017-09-18T00:43:33.000Z,CE,LineString,7.67773,45.06724,7.67773,45.06724,-1,-1,-1,-1,0,,,,,,,,,
43,Torino,1371,1794,"Via Benvenuto Cellini, 15, 10126 Torino TO",car2go,1505688595,358,1837,516/FK993MC,"Corso Re Umberto, 87, 10128 Torino TO",1505687630,WME4530421Y135256,true,2017-09-18T00:33:50.000Z,43,GOOD,GOOD,2017-09-18T00:49:55.000Z,CE,LineString,7.67244,45.04397,7.66701,45.05465,971,2413,2017-09-18T01:06:06.000Z,1505689566,1261,,,,,,,,,
18,Torino,3766,4930,"Corso Moncalieri, 334, 10133 Torino TO",car2go,1505689283,1066,9118,118/FF120NT,"Via Palmiro Togliatti, 13, 10135 Torino TO",1505687630,WME4533421K151860,true,2017-09-18T00:33:50.000Z,15,GOOD,GOOD,2017-09-18T01:01:23.000Z,CE,LineString,7.6779,45.0297,7.63411,45.01762,2748,6628,2017-09-18T04:56:05.000Z,1505703365,3692,,,,,,,,,
46,Torino,2442,3286,"Corso Francia, 432-434, 10146 Torino TO",car2go,1505689232,563,3426,346/FF150VY,"Corso Racconigi, 65-77, 10139 Torino TO",1505687677,WME4533421K152063,true,2017-09-18T00:34:37.000Z,43,GOOD,GOOD,2017-09-18T01:00:32.000Z,CE,LineString,7.60809,45.07427,7.64597,45.06841,-1,-1,-1,-1,3043,,,,,,,,,
63,Torino,1789,2404,"Corso Bolzano, 2, 10121 Torino TO",enjoy,1505688726,661,2834,EZ128TY,"Via Giuseppe Giacosa, 19, 10125 Torino TO",1505687771,,,2017-09-18T00:36:11.000Z,62,,,2017-09-18T00:52:06.000Z,,LineString,7.664282,45.06832,7.6800346,45.05541,2208,3191,2017-09-18T01:35:33.000Z,1505691333,1893,2,99,141,,8,1,Fiat 500,false,367862
95,Torino,467,603,"Corso Peschiera, 258, 10139 Torino TO",enjoy,1505689699,271,1227,EZ129GW,"Via Francesco Azzi, 10, 10139 Torino TO",1505687771,,,2017-09-18T00:36:11.000Z,94,,,2017-09-18T01:08:19.000Z,,LineString,7.6376643,45.069355,7.644031,45.068092,-1,-1,-1,-1,519,2,99,100,141,8,1,Fiat 500,false,401736
95,Torino,2698,3463,"Corso Re Umberto, 35Bis, 10128 Torino TO",enjoy,1505688462,640,3664,EZ821DD,"Via Rubiana, 36-40, 10139 Torino TO",1505687771,,,2017-09-18T00:36:11.000Z,94,,,2017-09-18T00:47:42.000Z,,LineString,7.6720314,45.061527,7.6391764,45.072273,1962,3880,2017-09-18T01:17:51.000Z,1505690271,2841,2,99,100,141,8,1,Fiat 500,false,307539
56,Torino,4084,5427,"Corso Monte Grappa, 8, 10145 Torino TO",enjoy,1505688949,933,5552,EZ758DD,"Corso Giovanni Agnelli, 148, 10137 Torino TO",1505687771,,,2017-09-18T00:36:11.000Z,54,,,2017-09-18T00:55:49.000Z,,LineString,7.636178,45.07612,7.6413956,45.0328,1525,5628,2017-09-18T04:55:01.000Z,1505703301,4831,2,99,100,141,8,1,Fiat 500,false,374190
43,Torino,748,1001,"Via Nizza, 21, 10125 Torino TO",enjoy,1505689218,220,1001,EZ534DD,"Piazza Nizza 83, Torino, TO, Italia",1505687771,,,2017-09-18T00:36:11.000Z,43,,,2017-09-18T01:00:18.000Z,,LineString,7.6781316,45.05943,7.6750855,45.051014,-1,-1,-1,-1,965,2,99,100,141,8,1,Fiat 500,false,422845
50,Torino,-1,-1,"Via Celeste Negarville, 16, 10135 Torino TO",car2go,1505687920,-1,-1,460/FK851LX,"Via Celeste Negarville, 16, 10135 Torino TO",1505687864,WME4530421Y135031,true,2017-09-18T00:37:44.000Z,50,GOOD,GOOD,2017-09-18T00:38:40.000Z,CE,LineString,7.61194,45.01988,7.61194,45.01988,-1,-1,-1,-1,0,,,,,,,,,
78,Torino,5701,7576,"Via Pietro Egidi, 10, 10122 Torino TO",enjoy,1505690674,1516,10322,EZ101GW,"Corso Benedetto Croce, 482, 10135 Torino TO",1505687994,,,2017-09-18T00:39:54.000Z,76,,,2017-09-18T01:24:34.000Z,,LineString,7.6839867,45.075066,7.644065,45.01911,2286,8864,2017-09-18T05:23:35.000Z,1505705015,6963,2,99,100,141,8,1,Fiat 500,false,419488
54,Torino,1,1,"Via Paolo Braccini, 64b, 10141 Torino TO",enjoy,1505688234,0,1,EZ783DF,"Via Paolo Braccini, 64b, 10141 Torino TO",1505687994,,,2017-09-18T00:39:54.000Z,54,,,2017-09-18T00:43:54.000Z,,LineString,7.648485,45.060333,7.648481,45.0604,-1,-1,-1,-1,7,2,99,100,141,8,1,Fiat 500,false,453050
58,Torino,724,950,"Corso Racconigi, 245, 10129 Torino TO",enjoy,1505690909,170,950,EZ993DD,"Via Paolo Braccini, 20, 10141 Torino TO",1505687994,,,2017-09-18T00:39:54.000Z,60,,,2017-09-18T01:28:29.000Z,,LineString,7.650505,45.052876,7.653934,45.059776,-1,-1,-1,-1,812,2,99,100,141,8,1,Fiat 500,false,408414
46,Torino,4154,5415,"Via Aosta 90/44, 90, 10154 Torino TO",enjoy,1505691389,1153,6981,EZ820DD,"Via Giuseppe Piazzi, 31, 10129 Torino TO",1505687994,,,2017-09-18T00:39:54.000Z,44,,,2017-09-18T01:36:29.000Z,,LineString,7.6970778,45.087593,7.660033,45.054356,2414,6875,2017-09-18T05:11:46.000Z,1505704306,4700,2,99,100,141,8,1,Fiat 500,false,420719
87,Torino,221,294,"Corso IV Novembre, 100, 10136 Torino TO",enjoy,1505688234,170,685,FG613SB,"Corso IV Novembre, 100, 10136 Torino TO",1505687994,,,2017-09-18T00:39:54.000Z,87,,,2017-09-18T00:43:54.000Z,,LineString,7.650354,45.044853,7.6500764,45.04505,-1,-1,-1,-1,30,2,99,141,,8,1,Fiat 500,false,355767
25,Torino,5420,7334,"Via Alfonso Badini Confalonieri, 59, 10151 Torino TO",car2go,1505690022,1252,8847,236/FF104SJ,"Via Verbano, 2, 10153 Torino TO",1505688066,WME4533421K152753,true,2017-09-18T00:41:06.000Z,25,GOOD,GOOD,2017-09-18T01:13:42.000Z,CE,LineString,7.65783,45.10885,7.72285,45.07616,1634,8345,2017-09-18T04:36:16.000Z,1505702176,6262,,,,,,,,,
78,Torino,2891,3857,"Corso Giacomo Matteotti, 21, 10121 Torino TO",car2go,1505689041,919,4554,199/FF353NT,"Corso Sella Quintino, 79, 10132 Torino TO",1505688213,WME4533421K154648,true,2017-09-18T00:43:33.000Z,75,GOOD,GOOD,2017-09-18T00:57:21.000Z,CE,LineString,7.67325,45.06672,7.71307,45.06486,1931,4499,2017-09-18T01:48:31.000Z,1505692111,3132,,,,,,,,,
70,Torino,391,520,"Via Pollenzo, 2, 10141 Torino TO",enjoy,1505693795,150,550,EZ236TY,"Via Vigone, 20, 10138 Torino TO",1505688234,,,2017-09-18T00:43:54.000Z,65,,,2017-09-18T02:16:35.000Z,,LineString,7.6483817,45.064537,7.652888,45.06636,-1,-1,-1,-1,407,2,99,141,,8,1,Fiat 500,false,409036
43,Torino,5423,7211,"Via Arbe, 2-12, 10136 Torino TO",enjoy,1505689437,1274,7839,EZ001TY,"Via Ternengo, 35-39, 10154 Torino TO",1505688234,,,2017-09-18T00:43:54.000Z,41,,,2017-09-18T01:03:57.000Z,,LineString,7.632658,45.055523,7.6962795,45.086647,-1,-1,-1,-1,6073,2,99,141,,8,1,Fiat 500,false,375381
40,Torino,2229,3035,"Via Eleonora d'Arborea, 25, 10137 Torino TO",enjoy,1505689921,513,3071,EZ811DD,"Via Genova, 181-197, 10127 Torino TO",1505688234,,,2017-09-18T00:43:54.000Z,37,,,2017-09-18T01:12:01.000Z,,LineString,7.6395154,45.03425,7.6657887,45.022514,1319,3938,2017-09-18T01:19:48.000Z,1505690388,2441,2,99,100,141,8,1,Fiat 500,false,374185
100,Torino,359,459,"Corso Traiano, 40, 10135 Torino TO",car2go,1505689678,164,737,536/FK816LX,"Corso Unione Sovietica, 371, 10135 Torino TO",1505688261,WME4530421Y135147,true,2017-09-18T00:44:21.000Z,100,GOOD,GOOD,2017-09-18T01:07:58.000Z,CE,LineString,7.64301,45.02432,7.63969,45.02659,-1,-1,-1,-1,362,,,,,,,,,
100,Torino,1,1,"Via Antonio Rosmini, 2-4, 10126 Torino TO",enjoy,1505688949,198,756,EZ272GW,"Via Antonio Rosmini, 6, 10126 Torino TO",1505688462,,,2017-09-18T00:47:42.000Z,100,,,2017-09-18T00:55:49.000Z,,LineString,7.67244,45.04897,7.6724367,45.049,-1,-1,-1,-1,3,2,99,100,141,8,1,Fiat 500,false,307536
47,Torino,2706,3498,"Corso Vittorio Emanuele II, 31, 10125 Torino TO",enjoy,1505689921,853,4412,EZ243GW,"Corso Racconigi, 65-77, 10139 Torino TO",1505688462,,,2017-09-18T00:47:42.000Z,46,,,2017-09-18T01:12:01.000Z,,LineString,7.682747,45.0612,7.6457,45.068047,-1,-1,-1,-1,3005,2,99,100,141,8,1,Fiat 500,false,391038
87,Torino,3473,4578,"Corso IV Novembre, 100, 10136 Torino TO",enjoy,1505689699,813,4853,FG613SB,"Corso Francia, 311, 10141 Torino TO",1505688462,,,2017-09-18T00:47:42.000Z,84,,,2017-09-18T01:08:19.000Z,,LineString,7.6500764,45.04505,7.6211104,45.074524,-1,-1,-1,-1,3987,2,99,141,,8,1,Fiat 500,false,355767
90,Torino,3266,4330,"Via Volvera, 1, 10141 Torino TO",car2go,1505689974,993,4563,319/FF294SJ,"Corso Moncalieri, 27, 10131 Torino TO",1505688643,WME4533421K152316,true,2017-09-18T00:50:43.000Z,87,GOOD,GOOD,2017-09-18T01:12:54.000Z,CE,LineString,7.64911,45.0625,7.69399,45.05818,-1,-1,-1,-1,3555,,,,,,,,,
40,Torino,751,1005,"Via Saluzzo, 16, 10125 Torino TO",car2go,1505689185,325,1152,089/FF055NT,"Corso Raffaello, 14, 10126 Torino TO",1505688690,WME4533421K150229,true,2017-09-18T00:51:30.000Z,37,GOOD,GOOD,2017-09-18T00:59:45.000Z,CE,LineString,7.6794,45.05999,7.67753,45.05171,-1,-1,-1,-1,931,,,,,,,,,
30,Torino,-1,-1,"Corso S. Maurizio, 75, 10124 Torino TO",enjoy,1505689921,-1,-1,EZ519DD,"Corso S. Maurizio, 75, 10124 Torino TO",1505688726,,,2017-09-18T00:52:06.000Z,30,,,2017-09-18T01:12:01.000Z,,LineString,7.697928,45.066525,7.697928,45.066525,-1,-1,-1,-1,0,2,99,100,141,8,1,Fiat 500,false,378073
32,Torino,2117,2783,"Via Bossolasco, 15, 10141 Torino TO",enjoy,1505690187,698,3413,EZ107GW,"Via Davide Bertolotti, 6-8, 10121 Torino TO",1505688726,,,2017-09-18T00:52:06.000Z,31,,,2017-09-18T01:16:27.000Z,,LineString,7.6519856,45.062275,7.6751494,45.069008,-1,-1,-1,-1,1966,2,99,100,141,8,1,Fiat 500,false,423103
100,Torino,-1,-1,"Corso Massimo d'Azeglio, 11, 10126 Torino TO",car2go,1505689974,-1,-1,458/FK652LX,"Corso Massimo d'Azeglio, 11, 10126 Torino TO",1505688739,WME4530421Y135073,true,2017-09-18T00:52:19.000Z,100,GOOD,GOOD,2017-09-18T01:12:54.000Z,CE,LineString,7.68219,45.05006,7.68219,45.05006,-1,-1,-1,-1,0,,,,,,,,,
96,Torino,3702,4767,"Piazza Statuto, 11, 10122 Torino TO",car2go,1505689779,971,5942,462/FK853LX,"Corso Molise, 57/C, 10151 Torino TO",1505688836,WME4530421Y135194,true,2017-09-18T00:53:56.000Z,96,GOOD,GOOD,2017-09-18T01:09:39.000Z,CE,LineString,7.67086,45.07593,7.63807,45.10477,-1,-1,-1,-1,4109,,,,,,,,,
71,Torino,1352,1786,"Via Germanasca, 26-28, 10138 Torino TO",car2go,1505689384,403,1789,311/FF286SJ,"Corso Giacomo Matteotti, 45, 10121 Torino TO",1505688836,WME4533421K151683,true,2017-09-18T00:53:56.000Z,68,GOOD,GOOD,2017-09-18T01:03:04.000Z,CE,LineString,7.65238,45.06568,7.66863,45.06832,-1,-1,-1,-1,1308,,,,,,,,,
75,Torino,3827,4875,"Corso Achille Mario Dogliotti, 10126 Torino TO",car2go,1505689678,1013,7748,196/FF350NT,"Corso Gaetano Salvemini, 2-12, 10137 Torino TO",1505688937,WME4533421K153288,true,2017-09-18T00:55:37.000Z,71,GOOD,GOOD,2017-09-18T01:07:58.000Z,CE,LineString,7.67555,45.03667,7.62776,45.04395,2209,8358,2017-09-18T05:08:33.000Z,1505704113,3838,,,,,,,,,
75,Torino,1340,1786,"Via Severino Casana, 36-40, 10135 Torino TO",enjoy,1505689437,311,1807,EZ049TY,"Corso Unione Sovietica, 187-207, 10134 Torino TO",1505688949,,,2017-09-18T00:55:49.000Z,65,,,2017-09-18T01:03:57.000Z,,LineString,7.64291,45.02569,7.652654,45.038105,-1,-1,-1,-1,1577,2,99,141,,8,1,Fiat 500,false,483781
18,Torino,3656,4776,"Corso Grosseto, 170, 10148 Torino TO",car2go,1505690022,827,5076,443/FK636LX,"Corso Vittorio Emanuele II, 181-187, 10139 Torino TO",1505689041,WME4530421Y135045,true,2017-09-18T00:57:21.000Z,18,GOOD,GOOD,2017-09-18T01:13:42.000Z,CE,LineString,7.67171,45.10507,7.65018,45.0729,2138,5912,2017-09-18T04:55:18.000Z,1505703318,3953,,,,,,,,,
43,Torino,2728,3675,"Corso Giacomo Matteotti, 26, 10121 Torino TO",car2go,1505690212,831,4092,289/FF215SJ,"Via Pio Foà, 92, 10126 Torino TO",1505689185,WME4533421K152667,true,2017-09-18T00:59:45.000Z,40,GOOD,GOOD,2017-09-18T01:16:52.000Z,CE,LineString,7.67099,45.06779,7.67582,45.04209,1194,4246,2017-09-18T01:35:08.000Z,1505691308,2880,,,,,,,,,
78,Torino,3295,4335,"Corso Giulio Cesare, 196, 10154 Torino TO",car2go,1505690353,719,4397,463/FK854LX,"Corso Lucio Quinzio Cincinnato, 217, 10151 Torino TO",1505689232,WME4530421Y135195,true,2017-09-18T01:00:32.000Z,75,GOOD,GOOD,2017-09-18T01:19:13.000Z,CE,LineString,7.69868,45.09894,7.64955,45.10299,-1,-1,-1,-1,3879,,,,,,,,,
75,Torino,-1,-1,"Corso Unione Sovietica 252 bis, 10134 Torino TO",car2go,1505689433,-1,-1,504/FK907LX,"Corso Unione Sovietica 252 bis, 10134 Torino TO",1505689334,WME4530421Y135261,true,2017-09-18T01:02:14.000Z,75,GOOD,GOOD,2017-09-18T01:03:53.000Z,CE,LineString,7.64689,45.03457,7.64689,45.03457,-1,-1,-1,-1,0,,,,,,,,,
37,Torino,-1,-1,"Via Andrea Sansovino, 35, 10151 Torino TO",car2go,1505691800,-1,-1,550/FK213PV,"Via Andrea Sansovino, 35, 10151 Torino TO",1505689384,WME4530421Y135192,true,2017-09-18T01:03:04.000Z,37,GOOD,GOOD,2017-09-18T01:43:20.000Z,CE,LineString,7.64971,45.11056,7.64971,45.11056,-1,-1,-1,-1,0,,,,,,,,,
25,Torino,2399,3047,"Via Nizza, 4, 10125 Torino TO",enjoy,1505690909,628,3062,EZ228TY,"Corso Racconigi, 20, 10139 Torino TO",1505689437,,,2017-09-18T01:03:57.000Z,22,,,2017-09-18T01:28:29.000Z,,LineString,7.679274,45.061634,7.6475544,45.073093,-1,-1,-1,-1,2796,2,99,141,,8,1,Fiat 500,false,429993
31,Torino,-1,-1,"Via Antonio Pacinotti, 3a, 10144 Torino TO",car2go,1505689482,-1,-1,418/FK619LX,"Via Antonio Pacinotti, 3a, 10144 Torino TO",1505689433,WME4530421Y135097,true,2017-09-18T01:03:53.000Z,31,GOOD,GOOD,2017-09-18T01:04:42.000Z,CE,LineString,7.66584,45.07986,7.66584,45.07986,-1,-1,-1,-1,0,,,,,,,,,
42,Torino,-1,-1,"Via Antonio Pigafetta, 62-64, 10129 Torino TO",car2go,1505689678,-1,-1,168/EZ487NP,"Via Antonio Pigafetta, 62-64, 10129 Torino TO",1505689632,WME4513341K742231,false,2017-09-18T01:07:12.000Z,42,GOOD,GOOD,2017-09-18T01:07:58.000Z,CE,LineString,7.65576,45.05463,7.65576,45.05463,-1,-1,-1,-1,0,,,,,,,,,
21,Torino,688,926,"Via Antonio Pigafetta, 60, 10129 Torino TO",car2go,1505690642,275,1112,254/FF141SJ,"Corso Luigi Einaudi, 50-64, 10129 Torino TO",1505689678,WME4533421K154636,true,2017-09-18T01:07:58.000Z,21,GOOD,GOOD,2017-09-18T01:24:02.000Z,CE,LineString,7.65596,45.05492,7.65873,45.0613,-1,-1,-1,-1,741,,,,,,,,,
31,Torino,275,381,"Via Antonio Pacinotti, 3a, 10144 Torino TO",car2go,1505689827,210,869,418/FK619LX,"Via dell'Industria, 24A, 10144 Torino TO",1505689678,WME4530421Y135097,true,2017-09-18T01:07:58.000Z,31,GOOD,GOOD,2017-09-18T01:10:27.000Z,CE,LineString,7.66584,45.07986,7.6688,45.08119,-1,-1,-1,-1,275,,,,,,,,,
84,Torino,3431,4402,"Via Madama Cristina, 112-114, 10126 Torino TO",enjoy,1505690674,952,4909,EZ040TY,"Via Sangano, 16, 10138 Torino TO",1505689699,,,2017-09-18T01:08:19.000Z,80,,,2017-09-18T01:24:34.000Z,,LineString,7.6745353,45.045933,7.653758,45.075207,-1,-1,-1,-1,3639,2,99,141,,8,1,Fiat 500,false,439303
55,Torino,2818,3633,"Via Carlo Noè, 8, 10152 Torino TO",enjoy,1505690909,779,3995,FD205DR,"Via Vigone, 14, 10138 Torino TO",1505689699,,,2017-09-18T01:08:19.000Z,55,,,2017-09-18T01:28:29.000Z,,LineString,7.685905,45.07804,7.653368,45.0662,-1,-1,-1,-1,2872,2,99,100,141,8,1,Fiat 500,false,484493
56,Torino,941,1185,"Corso Duca degli Abruzzi, 48, 10129 Torino TO",enjoy,1505690404,366,1466,EZ240GW,"Corso Germano Sommeiller, 13, 10128 Torino TO",1505689921,,,2017-09-18T01:12:01.000Z,55,,,2017-09-18T01:20:04.000Z,,LineString,7.660426,45.059505,7.6722884,45.054756,-1,-1,-1,-1,1070,2,99,100,141,8,1,Fiat 500,false,354684
54,Torino,708,937,"Via Paolo Braccini, 64b, 10141 Torino TO",enjoy,1505694024,263,1151,EZ783DF,"Via Evangelista Torricelli, 61, 10129 Torino TO",1505689921,,,2017-09-18T01:12:01.000Z,52,,,2017-09-18T02:20:24.000Z,,LineString,7.648481,45.0604,7.655468,45.05623,-1,-1,-1,-1,718,2,99,100,141,8,1,Fiat 500,false,453050
24,Torino,3939,5239,"Via Saliceto, 19, 10137 Torino TO",enjoy,1505691389,1403,6996,EZ794DD,"Via Santa Teresa, 14, 10121 Torino TO",1505689921,,,2017-09-18T01:12:01.000Z,22,,,2017-09-18T01:36:29.000Z,,LineString,7.643101,45.036945,7.6807904,45.069202,2055,6038,2017-09-18T04:51:02.000Z,1505703062,4647,2,99,100,141,8,1,Fiat 500,false,379456
94,Torino,2,2,"Via Sempione, 160, 10154 Torino TO",enjoy,1505690404,203,457,EZ253GW,"Via Sempione, 158, 10154 Torino TO",1505689921,,,2017-09-18T01:12:01.000Z,94,,,2017-09-18T01:20:04.000Z,,LineString,7.698721,45.096687,7.698698,45.0967,-1,-1,-1,-1,2,2,99,100,141,8,1,Fiat 500,false,390912
33,Torino,930,1113,"Via Massena, 71-73, 10128 Torino TO",enjoy,1505690674,330,1391,EZ500DD,"Corso Mediterraneo, 148, 10129 Torino TO",1505689921,,,2017-09-18T01:12:01.000Z,32,,,2017-09-18T01:24:34.000Z,,LineString,7.669651,45.056362,7.658034,45.06093,453,1259,2017-09-18T01:31:52.000Z,1505691112,1043,2,99,100,141,8,1,Fiat 500,false,432919
65,Torino,4073,5245,"Corso Giuseppe Gabetti, 14, 10131 Torino TO",car2go,1505690884,1119,6112,201/FF355NT,"Via Ceres, 9, 10143 Torino TO",1505689925,WME4533421K155724,true,2017-09-18T01:12:05.000Z,62,GOOD,GOOD,2017-09-18T01:28:04.000Z,CE,LineString,7.70989,45.06599,7.6527,45.08196,2191,5740,2017-09-18T05:15:44.000Z,1505704544,4826,,,,,,,,,
81,Torino,-1,-1,"Via Bligny, 5A, 10122 Torino TO",car2go,1505691172,-1,-1,318/FF293SJ,"Via Bligny, 5A, 10122 Torino TO",1505689974,WME4533421K152078,true,2017-09-18T01:12:54.000Z,81,GOOD,GOOD,2017-09-18T01:32:52.000Z,CE,LineString,7.67651,45.07536,7.67651,45.07536,-1,-1,-1,-1,0,,,,,,,,,
50,Torino,2845,3718,"Via Pietro Giuria, 20, 10125 Torino TO",car2go,1505691942,970,4779,055/FF845KW,"Via Parma, 22-24, 10152 Torino TO",1505690119,WME4533421K150713,true,2017-09-18T01:15:19.000Z,46,GOOD,GOOD,2017-09-18T01:45:42.000Z,CE,LineString,7.67996,45.05031,7.69211,45.0794,-1,-1,-1,-1,3370,,,,,,,,,
74,Torino,2355,3118,"Via Gabriele D'Annunzio, 24, 10141 Torino TO",enjoy,1505691872,660,3346,EZ182TY,"Corso Vittorio Emanuele II, 23, 10125 Torino TO",1505690187,,,2017-09-18T01:16:27.000Z,71,,,2017-09-18T01:44:32.000Z,,LineString,7.652451,45.062027,7.684075,45.060787,-1,-1,-1,-1,2486,2,99,141,,8,1,Fiat 500,false,443214
30,Torino,2497,3255,"Corso S. Maurizio, 75, 10124 Torino TO",enjoy,1505691389,655,3482,EZ519DD,"Via Giotto, 10A, 10126 Torino TO",1505690187,,,2017-09-18T01:16:27.000Z,29,,,2017-09-18T01:36:29.000Z,,LineString,7.697928,45.066525,7.675045,45.046356,-1,-1,-1,-1,2872,2,99,100,141,8,1,Fiat 500,false,378073
65,Torino,3001,3904,"Corso Unione Sovietica, 187-207, 10134 Torino TO",enjoy,1505691389,735,4340,EZ049TY,"Via Monginevro, 86, 10141 Torino TO",1505690187,,,2017-09-18T01:16:27.000Z,74,,,2017-09-18T01:36:29.000Z,,LineString,7.652654,45.038105,7.6411715,45.064667,-1,-1,-1,-1,3086,2,99,141,,8,1,Fiat 500,false,483781
53,Torino,4417,5956,"Str. Basse di Dora, 24, 10146 Torino TO",car2go,1505691362,1241,7123,488/FK891LX,"Corso S. Maurizio, 4, 10124 Torino TO",1505690212,WME4530421Y135234,true,2017-09-18T01:16:52.000Z,50,GOOD,GOOD,2017-09-18T01:36:02.000Z,CE,LineString,7.62352,45.07872,7.69138,45.07288,3017,7863,2017-09-18T05:20:20.000Z,1505704820,5364,,,,,,,,,
31,Torino,3403,4607,"Via Gottardo, 117-121, 10154 Torino TO",enjoy,1505691129,871,7188,EZ137GW,"Corso Casale, 205, 10132 Torino TO",1505690404,,,2017-09-18T01:20:04.000Z,28,,,2017-09-18T01:32:09.000Z,,LineString,7.698208,45.09728,7.7258744,45.070187,-1,-1,-1,-1,3711,2,99,100,141,8,1,Fiat 500,false,449286
40,Torino,107,138,"Via Giordano Bruno, 181, 10134 Torino TO",car2go,1505691561,246,1365,308/FF283SJ,"Piazza Tancredi Galimberti, 23, 10134 Torino TO",1505690451,WME4533421K151551,true,2017-09-18T01:20:51.000Z,40,GOOD,GOOD,2017-09-18T01:39:21.000Z,CE,LineString,7.65628,45.03226,7.65622,45.03327,-1,-1,-1,-1,112,,,,,,,,,
50,Torino,-1,-1,"Via S. Paolo, 96, 10141 Torino TO",car2go,1505691702,-1,-1,502/FK905LX,"Via S. Paolo, 96, 10141 Torino TO",1505690451,WME4530421Y135259,true,2017-09-18T01:20:51.000Z,50,GOOD,GOOD,2017-09-18T01:41:42.000Z,CE,LineString,7.64276,45.05978,7.64276,45.05978,-1,-1,-1,-1,0,,,,,,,,,
46,Torino,-1,-1,"Via Chambéry, 11/A, 10141 Torino TO",car2go,1505690499,-1,-1,552/FK249PV,"Via Chambéry, 11/A, 10141 Torino TO",1505690451,WME4530421Y135271,true,2017-09-18T01:20:51.000Z,46,GOOD,GOOD,2017-09-18T01:21:39.000Z,CE,LineString,7.62266,45.06926,7.62266,45.06926,-1,-1,-1,-1,0,,,,,,,,,
18,Torino,3592,4849,"Via Monginevro, 273, 10142 Torino TO",car2go,1505691702,773,4831,465/FK856LX,"Corso Potenza, 48, 10149 Torino TO",1505690545,WME4530421Y135199,true,2017-09-18T01:22:25.000Z,15,GOOD,GOOD,2017-09-18T01:41:42.000Z,CE,LineString,7.61816,45.06491,7.65488,45.09187,-1,-1,-1,-1,4156,,,,,,,,,
46,Torino,4342,5863,"Via Chambéry, 11/A, 10141 Torino TO",car2go,1505691075,902,6801,552/FK249PV,"Corso Grosseto, 289, 10151 Torino TO",1505690545,WME4530421Y135271,true,2017-09-18T01:22:25.000Z,43,GOOD,GOOD,2017-09-18T01:31:15.000Z,CE,LineString,7.62266,45.06926,7.66242,45.1053,2103,6276,2017-09-18T05:22:18.000Z,1505704938,5076,,,,,,,,,
62,Torino,586,743,"Corso Peschiera, 85a, 10141 Torino TO",car2go,1505693254,135,748,088/FF054NT,"Corso Mediterraneo, 77, 10129 Torino TO",1505690642,WME4533421K150213,true,2017-09-18T01:24:02.000Z,59,GOOD,GOOD,2017-09-18T02:07:34.000Z,CE,LineString,7.65747,45.06141,7.65457,45.05553,-1,-1,-1,-1,691,,,,,,,,,
18,Torino,2151,2802,"Corso Alcide De Gasperi, 58, 10129 Torino TO",enjoy,1505696931,571,2973,EZ996DD,"Piazza Gian Lorenzo Bernini, 2D, 10143 Torino TO",1505690674,,,2017-09-18T01:24:34.000Z,15,,,2017-09-18T03:08:51.000Z,,LineString,7.6568007,45.053722,7.656968,45.076405,-1,-1,-1,-1,2520,2,99,100,,8,1,Fiat 500,false,418584
