Номер кейса,Номер задачи,ID клиента,Пол,Канал обращения,Ответственный отдел,Категория услуг,Услуга,Программа,Дата и время создания (МСК),Что делали,Страна,Город,"""Технический кейс"""
31658,31658.1,18903,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,26.11.2024 09:41,Инфо,Россия,Хабаровск,1
31648,31648.1,18902,,Телефон,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,26.11.2024 07:50,Инфо,Россия,Саратов,1
31650,31650.1,18902,,Мессенджер,Путешествия,Путешествия,Достопримечательности,Базовый,26.11.2024 08:13,Подборка,Россия,Саратов,0
31647,31647.1,18901,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,26.11.2024 07:45,Инфо,Россия,Саратов,1
31627,31627.1,18900,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,26.11.2024 03:58,Инфо,Россия,Ростов,1
31639,31639.1,18899,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,26.11.2024 06:47,,Россия,Москва,0
31640,31640.1,18899,,Мессенджер,Лайфстайл,Путешествия,Достопримечательности,Базовый,26.11.2024 06:55,Инфо,Россия,Москва,0
32076,32076.1,18899,,Мессенджер,Лайфстайл,Гастро,Ресторан,Базовый,27.11.2024 21:23,"Инфо, Подборка",Россия,Москва,0
31600,31600.1,18898,,Телефон,Первая Линия,Информационная поддержка,Информационный запрос,Базовый,25.11.2024 21:10,Инфо,Россия,Москва,0
31568,31568.1,18896,,Телефон,Лайфстайл,Сервисы,Сервисы,Базовый,25.11.2024 19:54,"Инфо, Бронирование/покупка",Россия,Москва,0
31558,31558.1,18895,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,25.11.2024 19:28,Инфо,Россия,Москва,1
31551,31551.1,18894,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,25.11.2024 19:20,Инфо,Россия,Москва,1
31554,31554.1,18894,,Мессенджер,Путешествия,Путешествия,Визовая поддержка,Базовый,25.11.2024 19:25,Инфо,Россия,Москва,0
31539,31539.1,18893,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,25.11.2024 18:58,Инфо,Не указан,Все города,1
31538,31538.1,18892,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,VIP,25.11.2024 18:55,Инфо,Россия,Тюмень,1
31533,31533.1,18891,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,25.11.2024 18:36,Инфо,Россия,Москва,1
31541,31541.1,18891,,Мессенджер,Путешествия,Путешествия,Визовая поддержка,Базовый,25.11.2024 19:04,Инфо,Россия,Москва,0
31519,31519.1,18889,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,25.11.2024 17:58,Инфо,Россия,Санкт-Петербург,1
31520,31520.1,18889,,Мессенджер,Первая Линия,Информационная поддержка,Редирект,Базовый,25.11.2024 18:00,Инфо,Россия,Санкт-Петербург,0
31531,31531.1,18889,,Мессенджер,Первая Линия,Информационная поддержка,Услуга недоступна,Базовый,25.11.2024 18:29,Инфо,Россия,Санкт-Петербург,0
31494,31494.1,18886,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,25.11.2024 16:49,Инфо,Россия,Москва,1
31465,31465.1,18885,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,25.11.2024 15:51,Инфо,Россия,Москва,1
31480,31480.1,18885,,Мессенджер,Лайфстайл,Сервисы,Сервисы,Базовый,25.11.2024 16:24,"Инфо, Подборка, Передано партнеру",Россия,Москва,0
31436,31436.1,18884,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,VIP,25.11.2024 14:36,Инфо,Россия,Москва,1
31449,31449.1,18884,,Мессенджер,Лайфстайл,Товары,Цветы,VIP,25.11.2024 14:55,"Инфо, Подборка, Бронирование/покупка",Россия,Москва,0
31566,31566.1,18884,,Мессенджер,Лайфстайл,Товары,Красота и здоровье,VIP,25.11.2024 19:50,"Инфо, Бронирование/покупка",Россия,Москва,0
31449,31449.2,18884,,Мессенджер,Лайфстайл,Гастро,Ресторан,VIP,25.11.2024 19:50,"Инфо, Подборка",Россия,Москва,0
31437,31437.1,18883,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,25.11.2024 14:36,Инфо,Россия,Саки,1
31489,31489.1,18883,,Мессенджер,Лайфстайл,Товары,Коллекция подарков,Базовый,25.11.2024 16:44,Подборка,Россия,Саки,0
31489,31489.2,18883,,Мессенджер,Лайфстайл,Товары,Коллекция подарков,Базовый,26.11.2024 18:10,Подборка,Россия,Саки,0
31439,31439.1,18882,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,Базовый,25.11.2024 14:39,Инфо,Россия,Владивосток,1
31446,31446.1,18882,,Мессенджер,Путешествия,Размещение,Отели,Базовый,25.11.2024 14:49,Подборка,Россия,Владивосток,0
31451,31451.1,18881,,Мессенджер,Лайфстайл,Мероприятия,Представления,VIP,25.11.2024 15:00,Инфо,Россия,Нижний Новгород,0
31451,31451.2,18881,,Мессенджер,Лайфстайл,Мероприятия,Афиша,VIP,25.11.2024 16:14,,Россия,Нижний Новгород,0
31413,31413.1,18879,,Мессенджер,Первая Линия,Информационная поддержка,Консьерж программа,VIP,25.11.2024 13:38,Инфо,Россия,Москва,1
